title,year
FAMILIES FLY TOGETHER ACT,2023
FAMILIES FIRST CORONAVIRUS RESPONSE ACT,2023
FAMILIES AND DOMESTIC RELATIONS  related term(s)  Children and Youth,2023
FALSE CLAIMS ACT,2023
"FALMOUTH, MA",2023
FALMOUTH COMMUNITY TELEVISION CORP. INC.,2023
"FALLS CHURCH, VA",2023
"FALLON, PAT (a Representative from Texas)",2023
"FALK, JOSEPH L.",2023
"FAIRVIEW, TN",2023
FAIRTAX ACT,2023
FAIRNESS TO KIDS WITH CANCER ACT,2023
FAIRNESS TO FREEDOM ACT,2023
FAIRNESS IN ORPHAN DRUG EXCLUSIVITY ACT,2023
FAIRNESS IN HIGHER EDUCATION ACCREDITATION ACT,2023
FAIRNESS IN FENTANYL SENTENCING ACT,2023
FAIRNESS IN FEDERAL DISASTER DECLARATIONS ACT,2023
FAIRNESS FOR STAY-AT-HOME PARENTS ACT,2023
FAIRNESS FOR SMALL-SCALE FARMERS AND RANCHERS ACT,2023
FAIRNESS FOR RURAL TEACHING HOSPITALS ACT,2023
FAIRNESS FOR IMMIGRANT FAMILIES ACT,2023
FAIRNESS FOR FEDERAL CONTRACTORS ACT,2023
FAIRNESS FOR FARM WORKERS ACT,2023
FAIRNESS FOR 9/11 FAMILIES TECHNICAL FIX ACT,2023
"FAIRNESS, ANTI-DISCRIMINATION AND INDIVIDUAL RIGHTS (FAIR) ACT",2023
"FAIRLAWN, VA",2023
"FAIRFIELD, CT",2023
FAIRFAXMEMORIALFUNERALHOME.COM (Internet site),2023
"FAIRFAX, VA",2023
"FAIRFAX, JEAN E.",2023
"FAIRFAX COUNTY, VA",2023
FAIRFAX COUNTY HISTORY COMMISSION,2023
FAIRFAX COUNTY FEDERATION OF CITIZENS ASSOCIATIONS,2023
"FAIRCLOTH, LAUCH (a former Senator from North Carolina)",2023
"FAIRBANKS, AK",2023
FAIR WARNING ACT,2023
FAIR WAGES FOR INCARCERATED WORKERS ACT,2023
FAIR WAGE ACT,2023
FAIR-VALUE ACCOUNTING AND BUDGET ACT,2023
FAIR TRADE LAWS see Foreign Trade,2023
FAIR SENTENCING ACT,2023
FAIR REMOVAL OF EXISTING AND ENFORCED BANS ON IMMUNIZATION RELATING TO DESTINATION (FREEBIRD) ACT,2023
FAIR PRESCRIPTION DRUG PRICES FOR AMERICANS ACT,2023
FAIR PAY FOR FEDERAL FIREFIGHTERS ACT,2023
FAIR PACKAGING AND LABELING ACT,2023
"FAIR OAKS, CA",2023
FAIR LEGAL ACCESS GRANTS ACT,2023
FAIR LABOR STANDARDS ACT,2023
FAIR INVESTMENT OPPORTUNITIES FOR PROFESSIONAL EXPERTS ACT,2023
FAIR HOUSING MONTH,2023
FAIR HOUSING IMPROVEMENT ACT,2023
FAIR HOUSING FOR SURVIVORS ACT,2023
FAIR HOUSING ACT,2023
FAIR DEBT COLLECTION PRACTICES ACT,2023
FAIR CREDIT REPORTING ACT,2023
FAIR CREDIT FOR FARMERS ACT,2023
FAIR COURTS ACT,2023
FAIR CALCULATIONS IN CIVIL DAMAGES ACT,2023
FAIR AND TRANSPARENT GAS PRICES ACT,2023
FAIR ACCOUNTABILITY AND INNOVATIVE RESEARCH DRUG PRICING ACT,2023
FAIR ACCESS TO SMALL BUSINESS LENDING ACT,2023
FAIR ACCESS TO BANKING ACT,2023
FAIR ACCESS IN RESIDENCY (FAIR) ACT,2023
"FAIN, JENNIFER L.",2023
FAILED BANK EXECUTIVES CLAWBACK ACT,2023
"FAHRMAN, KEVIN",2023
"FAGAN, GARTH",2023
"FAGAN, ERIC",2023
"FAEGRE, JACK O.",2023
FACTCHECK.ORG (Internet site),2023
FACILITATING THE RESHORING OF ENERGY GRID COMPONENT MANUFACTURING ACT,2023
FACILITATING INVESTMENTS REQUIRED FOR EMERGENCY SERVICES TO ALL TOWNS IN OUR NATION (FIRE STATION) ACT,2023
FACILITATING AMERICA’S SITING OF TRANSMISSION AND ELECTRIC RELIABILITY (FASTER) ACT,2023
"FACEBOOK see Meta Platforms, Inc.",2023
"FABI, AMY",2023
"FABER, PHYLLIS",2023
FAA RESEARCH AND DEVELOPMENT ACT,2023
FAA MODERNIZATION AND REFORM ACT,2023
F.W. WOOLWORTH CO.,2023
"EZELL, MIKE (a Representative from Mississippi)",2023
EXXONMOBIL CO.,2023
"EXUM, JORDAN",2023
EXTREME RISK PROTECTION ORDER ACT,2023
EXTRAORDINARY MEASURES TRANSPARENCY ACT,2023
EXPOSING CHINA’S SUPPORT FOR THE TALIBAN ACT,2023
EXPOSING CHINA’S BELT AND ROAD INVESTMENT IN AMERICA ACT,2023
EXPORTS see Foreign Trade,2023
EXPORT-IMPORT BANK OF THE U.S.,2023
EXPORT CONTROL REFORM ACT,2023
EXPLOSIVES  related term(s)  Firearms,2023
EXPLOITATIVE WORKPLACE SURVEILLANCE AND TECHNOLOGIES TASK FORCE ACT,2023
EXPEDITING REFORM AND STOPPING EXCESS REGULATIONS (ERASER) ACT,2023
EXPEDITING ISRAELI AERIAL REFUELING ACT,2023
EXPEDITING FOREST RESTORATION AND RECOVERY ACT,2023
EXPEDITED FUNDS AVAILABILITY ACT,2023
EXPANDING PUBLIC LANDS OUTDOOR RECREATION EXPERIENCES (EXPLORE) ACT,2023
EXPANDING OPPORTUNITIES FOR RECOVERY ACT,2023
EXPANDING OPPORTUNITIES FOR DIVERSE ENTREPRENEURS ACT,2023
EXPANDING MEDICAL EDUCATION ACT,2023
EXPANDING LOCAL MEAT PROCESSING ACT,2023
EXPANDING HEALTH CARE PROVIDERS FOR VETERANS ACT,2023
EXPANDING HEALTH CARE OPTIONS FOR EARLY RETIREES ACT,2023
EXPANDING CHILDCARE IN RURAL AMERICA ACT,2023
EXPANDING ACCESS TO SCHOOL MEALS ACT,2023
EXPANDING ACCESS TO RETIREMENT SAVINGS FOR CAREGIVERS ACT,2023
EXPANDING ACCESS TO LOW-COST GENERICS ACT,2023
EXPANDING ACCESS TO CAPITAL FOR RURAL JOB CREATORS ACT,2023
EXPANDING ACCESS TO CAPITAL ACT,2023
EXPANDING ACCESS TO AFFORDABLE CREDIT FOR SMALL BUSINESSES ACT,2023
EXPANDING ACCESS FOR ONLINE VETERAN STUDENTS ACT,2023
EXPANDED GENETIC SCREENING ACT,2023
EXPANDED FOOD SAFETY INVESTIGATION ACT,2023
EXPANDED COVERAGE FOR FORMER FOSTER YOUTH ACT,2023
EXPAND EXPERTISE IN CHINA EDUCATION AND LANGUAGE (EXCEL) ACT,2023
"EXLEY, KEVIN",2023
EXECUTIVE OFFICE OF THE PRESIDENT  related term(s)  White House,2023
EXECUTIVE NOMINATIONS AND CONFIRMATIONS see Presidential Appointments,2023
EXECUTIVE DEPARTMENTS  related term(s)  Federal Employees,2023
EXECUTIVE COMMUNICATIONS,2023
EXCESS URBAN HEAT MITIGATION ACT,2023
"EWING TOWNSHIP, NJ",2023
"EVOLA, PHILIP",2023
EVICTION PROTECTION ACT,2023
EVERYONE CAN NOTICE-AND-TAKEDOWN DISTRIBUTION OF CHILD SEXUAL ABUSE MATERIAL (END CSAM) ACT,2023
EVERY SUPREME COURT NOMINEE DESERVES TIMELY CONSIDERATION ACT,2023
"EVERS, WILLIAMSON M.",2023
EVERGREEN RURAL WATER OF WASHINGTON (organization),2023
"EVERETTE, TAMMY M.",2023
"EVERETT, PA",2023
"EVERETT ALVAREZ, JR. CONGRESSIONAL GOLD MEDAL ACT",2023
"EVE, ARTHUR O., JR. (CHAMP)",2023
"EVART, MI",2023
"EVANSVILLE, WY",2023
"EVANSVILLE, IN",2023
"EVANSON, KYMBERLY KATHRYN",2023
"EVANS, ZACH",2023
"EVANS, WILLIAM F.",2023
"EVANS, WAYNE",2023
"EVANS, SARAH KEYS",2023
"EVANS, RON",2023
"EVANS, LYNDSAY",2023
"EVANS, LARA LEE",2023
"EVANS, LaKENYA AND SAMUEL C., JR.",2023
"EVANS, JAMIE",2023
"EVANS, JAMES R. (BOBBY)",2023
"EVANS, GEORGE P.",2023
"EVANS, EVA",2023
"EVANS, ERIN",2023
"EVANS, DWIGHT (a Representative from Pennsylvania)",2023
"EVANS, DAVID, JR.",2023
"EVANS, CHRIS",2023
"EVANS, CAMILLE",2023
EUROPEAN UNION,2023
EUROPEAN JOURNAL OF CLINICAL NUTRITION,2023
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,2023
EUROPE,2023
"EUBANKS, CHRIS",2023
"ETIENNE, HILTON",2023
"ETHRIDGE, MIA",2023
ETHNIC GROUPS  related term(s)  Minorities,2023
"ETHIOPIA, FEDERAL DEMOCRATIC REPUBLIC OF",2023
ETHICS see Morality and Ethics; Political Ethics,2023
ETHICS IN GOVERNMENT ACT,2023
ETHAN’S LAW see Firearms,2023
"ESWATINI, KINGDOM OF",2023
"ESTRADA DE LOSADA, SILVIA",2023
"ESTRADA, AMERICA G.",2023
"ESTORFFE, BRANDEN P.",2023
"ESTONIA, REPUBLIC OF",2023
"ESTES, RON (a Representative from Kansas)",2023
"ESTERO, FL",2023
"ESTAY, LOUIS",2023
ESTABLISHING ACCREDITATION GRANTS FOR LAW ENFORCEMENT (EAGLE) ACT,2023
ESSENTIAL AIR SERVICE REFORM ACT,2023
"ESPY, G.B.",2023
ESPIONAGE  related term(s)  Crime,2023
"ESPINOZA, REYMUNDO",2023
"ESPINOZA, DAVID L.",2023
"ESPAILLAT, ADRIANO (a Representative from New York)",2023
ESKIMOS see Native Americans,2023
"ESKENAZI, JOSEPH",2023
"ESHOO, ANNA G. (a Representative from California)",2023
"ESGRO, JAMIE KAUCZKA",2023
"ESCROGIMA, ANA A.",2023
"ESCOVEDO, PETE (POPS)",2023
"ESCONDIDO, CA",2023
"ESCOBAR, VERONICA (a Representative from Texas)",2023
"ESCOBAR MALDONADO, KARLA V.",2023
"ESCHENBURG, EAN",2023
"ESCHBACH, PHILIP I., JR. (COLONEL)",2023
"ESCAMBIA COUNTY, FL",2023
"ERWIN TOWNSHIP, MI",2023
"ERVIN, De’SHANTE",2023
"ERVES, ROBERT",2023
"ERNST, MICHAEL T.",2023
"ERNST, JONI (a Senator from Iowa)",2023
"ERLANGER, STEVEN",2023
"ERIE, PA",2023
"ERIE COUNTY, NY",2023
"ERICKSON & SEDERSTROM, PC, LLO",2023
"ERICKSON & SEDERSTROM, P.C.",2023
"ERICKSON, LANAE",2023
"ERICKSON, JOHN C.",2023
"ERICKSON, DOUGLAS J.",2023
"ERICKSON, DAVID S.",2023
"ERAMO, CHRISTOPHER R.",2023
"ERAMO, CHRISTOPHER",2023
ERADICATING NARCOTIC DRUGS AND FORMULATING EFFECTIVE NEW TOOLS TO ADDRESS NATIONAL YEARLY LOSSES OF LIFE (END FENTANYL) ACT,2023
EQUITY AND INCLUSION ENFORCEMENT ACT,2023
EQUITABLE COMMUNITY ACCESS TO PHARMACIST SERVICES ACT,2023
EQUITABLE ACCESS TO SCHOOL FACILITIES ACT,2023
"EQUINOR, ASA",2023
EQUALITY IN MEDICARE AND MEDICAID TREATMENT ACT,2023
EQUALITY FOR FAMILIES WITH DISABILITIES ACT,2023
EQUALITY AND FISCAL ACCOUNTABILITY PROTECTION ACT,2023
EQUALITY ACT,2023
EQUAL VOICES ACT,2023
EQUAL PAY DAY,2023
EQUAL PAY ACT,2023
EQUAL OPPORTUNITY FOR ALL INVESTORS ACT,2023
EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,2023
EQUAL EMPLOYMENT FOR ALL ACT,2023
EQUAL CREDIT OPPORTUNITY ACT,2023
EQUAL COLA ACT,2023
EQUAL CITIZENSHIP FOR CHILDREN ACT,2023
EQUAL ACCESS TO REPRODUCTIVE CARE ACT,2023
EQUAL ACCESS TO JUSTICE FOR VICTIMS OF GUN VIOLENCE ACT,2023
EQUAL ACCESS TO CONTRACEPTION FOR VETERANS ACT,2023
EQUAL ACCESS TO ABORTION COVERAGE IN HEALTH INSURANCE (EACH) ACT,2023
"EPSTEIN, MARC",2023
"EPPS, WILLIE J.",2023
"EPPS, KENNETH W.",2023
"EPPS, JoANNE",2023
"EPPS, JAYCEON",2023
"EPPERSON, STUART, SR.",2023
EPOCH TIMES (publication),2023
EPISCOPAL DIOCESE OF CENTRAL FLORIDA,2023
ENVIRONMENTALLY SUSTAINABLE GROWTH ACT,2023
ENVIRONMENTAL PROTECTION NETWORK (organization),2023
ENVIRONMENTAL PROTECTION AGENCY,2023
ENVIRONMENTAL JUSTICE IN RECREATION PERMITTING ACT,2023
ENVIRONMENTAL JUSTICE FOR ALL ACT,2023
ENSURING WORKERS GET PAID ACT,2023
ENSURING WORK OPPORTUNITIES IN CORRECTIONAL FACILITIES ACT,2023
ENSURING WOMEN’S RIGHT TO REPRODUCTIVE FREEDOM ACT,2023
ENSURING TIMELY ACCESS TO GENERICS ACT,2023
ENSURING THE SAFETY OF OUR MAIL ACT,2023
ENSURING THE FDA FULLY EXAMINES CLINICAL TRIAL IMPACT AND VITALNESS BEFORE ENDORSEMENT (EFFECTIVE) ACT,2023
ENSURING SOUND GUIDANCE ACT,2023
ENSURING SENIORS’ ACCESS TO QUALITY CARE ACT,2023
ENSURING SAFER SCHOOLS ACT,2023
ENSURING SAFE AND ETHICAL AI DEVELOPMENT THROUGH SAFE AI RESEARCH GRANTS ACT,2023
ENSURING PBM COMPETITION ACT,2023
ENSURING PATIENT ACCESS TO CRITICAL BREAKTHROUGH PRODUCTS ACT,2023
ENSURING MILITARY ACCESS TO HIGHER EDUCATION BENEFITS ACT,2023
ENSURING LINGUISTIC EXCELLENCE AND VOCATIONAL APTITUDE BY TEACHING ENGLISH (ELEVATE) ACT,2023
ENSURING KIDS HAVE ACCESS TO MEDICALLY NECESSARY DENTAL CARE ACT,2023
ENSURING JUSTICE FOR VICTIMS OF TERRORISM ACT,2023
ENSURING FAIRNESS FOR STUDENTS ACT,2023
ENSURING AMERICAN SECURITY AND PROTECTING AFGHAN ALLIES ACT,2023
ENSURING ACCOUNTABILITY IN AGENCY RULEMAKING ACT,2023
ENSURING ACCESS TO LOWER-COST MEDICINES FOR SENIORS ACT,2023
ENSURING ACCESS TO GENERIC MEDICATIONS ACT,2023
ENSURE UNIFORM BORDER INSPECTION PRACTICES ACT,2023
"ENRÍQUEZ, GASPAR",2023
ENNIS (MT) MADISONIAN,2023
ENHANCING SPACEPORT OPERATIONS ACT,2023
ENHANCING QUESTIONS TO UNDERSTAND INTENTIONS FOR PRERGNANCY (EQUIP) ACT,2023
ENHANCING MULTI-CLASS SHARE DISCLOSURES ACT,2023
ENHANCING MENTAL HEALTH AND SUICIDE PREVENTION THROUGH CAMPUS PLANNING ACT,2023
ENHANCING K-12 CYBERSECURITY ACT,2023
ENHANCING DHS DRUG SEIZURES ACT,2023
ENHANCING COPS HIRING PROGRAM GRANTS FOR LOCAL LAW ENFORCEMENT ACT,2023
ENHANCED BACKGROUND CHECKS ACT,2023
ENHANCE ACCESS TO SUPPORT ESSENTIAL (EASE) BEHAVIORAL HEALTH SERVICES ACT,2023
ENHANCE ACCESS TO SNAP (EATS) ACT,2023
"ENGLISH, WILLIAM D.",2023
ENGLISH LANGUAGE UNITY ACT,2023
ENGLISH EMPOWERMENT CENTER (organization),2023
"ENGLISH, AMY",2023
"ENGLEWOOD, FL",2023
"ENGLEHART, PAUL",2023
"ENGLEBERT, REX",2023
"ENGLE, TRICIA",2023
ENGLAND see United Kingdom of Great Britain and Northern Ireland,2023
ENGINEERING  related term(s)  Mathematics,2023
"ENGEL, SARA",2023
"ENGEL, MARK AND LYNN",2023
ENERGY see Power Resources; Renewable Energy,2023
ENERGY SECURITY COOPERATION WITH ALLIED PARTNERS IN EUROPE ACT,2023
ENERGY RESILIENT COMMUNITIES ACT,2023
ENERGY REORGANIZATION ACT,2023
ENERGY POLICY AND CONSERVATION ACT,2023
ENERGY POLICY ACT,2023
ENERGY PARITY ACT,2023
ENERGY INNOVATION AND CARBON DIVIDEND ACT,2023
ENERGY INDEPENDENCE AND SECURITY ACT,2023
ENERGY EMPLOYEES OCCUPATIONAL ILLNESS COMPENSATION PROGRAM ACT,2023
ENERGY EMERGENCY LEADERSHIP ACT,2023
ENERGY EFFICIENCY DAY,2023
ENERGY CYBERSECURITY UNIVERSITY LEADERSHIP ACT,2023
ENERGY CONSERVATION AND PRODUCTION ACT,2023
ENERGY CHOICE ACT,2023
ENERGY ACT,2023
ENERGIZING AMERICAN SHIPBUILDING ACT,2023
"ENERGIZER HOLDINGS, INC.",2023
ENDOMETRIOSIS AWARENESS MONTH,2023
ENDING WALL STREET TAX GIVEAWAY ACT,2023
ENDING THE PRESCRIPTION DRUG KICKBACK ACT,2023
"ENDING THE NOTORIOUS, AGGRESSIVE, AND REMORSELESS CRIMINAL ORGANIZATIONS AND SYNDICATES (ENDING THE NARCOS) ACT",2023
ENDING SUBSIDIES FOR PRO-TERRORIST ACTIVITY ON CAMPUS ACT,2023
ENDING QUALIFIED IMMUNITY ACT,2023
"ENDING PUNITIVE, UNFAIR, SCHOOL-BASED HARM THAT IS OVERT AND UNRESPONSIVE TO TRAUMA (ENDING PUSHOUT) ACT",2023
ENDING IMPORTATION OF RUSSIAN OIL ACT,2023
ENDING IMPORTATION OF LAUNDERED RUSSIAN OIL ACT,2023
ENDING DUPLICATIVE SUBSIDIES FOR ELECTRIC VEHICLES ACT,2023
ENDING DISCRIMINATION IN COVID-19 TREATMENTS ACT,2023
ENDING CORPORATE INFLUENCE ON ELECTIONS ACT,2023
ENDING CHINA’S UNFAIR ADVANTAGE ACT,2023
ENDING CHINA’S DEVELOPING NATION STATUS ACT,2023
ENDING AGRICULTURAL TRADE SUPPRESSION ACT,2023
"ENDICOTT, TROY L.",2023
ENDANGERED SPECIES DAY,2023
ENDANGERED SPECIES ACT,2023
ENDANGERED SPECIES,2023
END TUBERCULOSIS NOW ACT,2023
END TAXPAYER FUNDING OF GENDER EXPERIMENTATION ACT,2023
END SOLITARY CONFINEMENT ACT,2023
END SHUTDOWNS ACT,2023
END RACIAL AND RELIGIOUS PROFILING ACT (ERRPA),2023
END PRISON GERRYMANDERING ACT,2023
END PRICE GOUGING FOR MEDICATIONS ACT,2023
END OIL AND GAS TAX SUBSIDIES ACT,2023
END HEDGE FUND CONTROL OF AMERICAN HOMES ACT,2023
END ENDLESS WARS ACT,2023
END EMPLOYER COLLUSION ACT,2023
END DIAPER NEED ACT,2023
END CHILD TRAFFICKING NOW ACT,2023
END CHILD POVERTY ACT,2023
END BIRTHRIGHT CITIZENSHIP FRAUD ACT,2023
ENCOURAGING PUBLIC OFFERINGS ACT,2023
ENBRIDGE INC.,2023
ENABLING MORE OF THE PHYSICAL AND OCCUPATIONAL WORKFORCE TO ENGAGE IN REHABILITATION (EMPOWER) ACT,2023
EMS COUNTS ACT,2023
EMPOWERING STRIKING WORKERS ACT,2023
EMPOWERING PATIENT CHOICE OF MEDICAL CARE ACT,2023
EMPOWERING PARENTS’ HEALTHCARE CHOICES ACT,2023
EMPOWERING LAW ENFORCEMENT ACT,2023
EMPOWER PARENTS TO PROTECT THEIR KIDS ACT,2023
EMPLOYMENT  related term(s)  Sexual Harassment; Unemployment,2023
EMPLOYING VETERANS TO FEED AMERICA ACT,2023
EMPLOYER REPORTING IMPROVEMENT ACT,2023
EMPLOYEE RIGHTS ACT,2023
EMPLOYEE RETIREMENT INCOME SECURITY ACT (ERISA),2023
EMPLOYEE EQUITY INVESTMENT ACT,2023
EMORY UNIVERSITY,2023
"EMOND, FRANK",2023
EMMETT TILL AND MAMIE TILL-MOBLEY AND ROBERTS TEMPLE NATIONAL HISTORIC SITE ACT,2023
"EMMER, TOM (a Representative from Minnesota)",2023
"EMMANUELLI PEREZ, EDDA",2023
"EMILE-BACKER, MAGALIE",2023
"EMERSON, RALPH W., JR.",2023
"EMERSON, MAXWELL",2023
EMERGENCY WILDFIRE FIGHTING TECHNOLOGY ACT,2023
EMERGENCY VACATING OF AIRCRAFT CABIN (EVAC) ACT,2023
EMERGENCY RESUPPLY FOR IRON DOME ACT,2023
"EMERGENCY RESCUE SQUAD, INC.",2023
EMERGENCY PLANNING AND COMMUNITY RIGHT-TO-KNOW ACT,2023
EMERGENCY MEDICAL PERSONNEL see Health Care Professionals,2023
EMERGENCY FOOD ASSISTANCE ACT,2023
EMERGENCY ADVANCE PAYMENTS MODERNIZATION ACT,2023
EMBASSIES,2023
"ElZARRAD, M. KHAIR",2023
"ELSESSER, JOHN",2023
"ELMORE COUNTY, AL",2023
"ELMGREN, NADINE",2023
"ELLZEY, JAKE (a Representative from Texas)",2023
"ELLWANGER, JOSEPH",2023
"ELLSWORTH, MARY D. LEE",2023
"ELLSWORTH AFB, SD",2023
"ELLIS, RUTH",2023
"ELLIS, ROD",2023
ELLIS ISLAND HONORS SOCIETY,2023
"ELLIOTT, THOMAS",2023
"ELLIOTT, PAISLEY",2023
"ELLIOTT, JOHN",2023
"ELKO COUNTY, NV",2023
"ELK COUNTY, PA",2023
ELIZABETH DOLE HOME CARE ACT see Home- and Community-Based Services for Veterans and Caregivers Act,2023
ELIZABETH DOLE HOME- AND COMMUNITY-BASED SERVICES FOR VETERANS AND CAREGIVERS ACT see Home- and Community-Based Services for Veterans and Caregivers Act,2023
ELIZABETH DOLE HOME- AND COMMUNITY-BASED SERVICES FOR VETERANS AND CAREGIVERS (HOME CARE) ACT see Home- and Community-Based Services for Veterans and Caregivers (Home Care) Act,2023
ELIZABETH CITY STATE UNIVERSITY,2023
"ELIZABETH CITY, NC",2023
ELIMINATION OF FUTURE TECHNOLOGY DELAYS ACT,2023
ELIMINATING EXECUTIVE BRANCH INSIDER TRADING ACT,2023
ELIMINATING BIAS IN ALGORITHMIC SYSTEMS ACT,2023
ELIMINATING BARRIERS TO RURAL INTERNET DEVELOPMENT GRANT ELIGIBILITY (E-BRIDGE) ACT,2023
ELIMINATING ABUSIVE AND RAMPANT NEGLECT OF INTERACTIVE TECHNOLOGIES (EARN IT) ACT,2023
ELIMINATING A QUANTIFIABLY UNJUST APPLICATION OF THE LAW (EQUAL) ACT,2023
ELIMINATE USELESS REPORTS ACT,2023
ELIMINATE DEI IN THE MILITARY ACT,2023
ELIMINATE CONGRESSIONAL SLUSH FUNDS ACT,2023
ELIE WIESEL GENOCIDE AND ATROCITIES PREVENTION ACT see Genocide and Atrocities Prevention Act,2023
ELI LILLY AND CO.,2023
"ELHAUGE, MIE",2023
"ELGIN, IL",2023
"ELFMANN, LeROY E.",2023
"ELESGARAI, SAIOA",2023
ELEMENTARY AND SECONDARY EDUCATION ACT,2023
ELECTRONICS,2023
ELECTRONIC FUND TRANSFER ACT,2023
ELECTRONIC COMMUNICATIONS PRIVACY ACT,2023
ELECTRIC VEHICLES (EVS) FOR ALL ACT,2023
ELECTRIC POWER  related term(s)  Power Resources,2023
ELECTRIC BICYCLE INCENTIVE KICKSTART FOR THE ENVIRONMENT (E-BIKE) ACT,2023
ELECTORAL COUNT REFORM ACT,2023
ELECTORAL COUNT ACT,2023
ELECTIONS  related term(s)  Fundraising; Political Campaigns; Voting,2023
ELECTION DAY ACT,2023
ELECTION ASSISTANCE COMMISSION,2023
"ELDRIGE, IA",2023
ELDERLY see Senior Citizens,2023
ELDER JUSTICE ACT,2023
ELDER ABUSE AWARENESS MONTH,2023
"ELBIT SYSTEMS OF AMERICA, LLC",2023
"ELBERON, NJ",2023
EL VALOR CORP.,2023
"EL SEGUNDO, CA",2023
"EL SALVADOR, REPUBLIC OF",2023
"EL PASO, TX",2023
"EL MONTE, CA",2023
EL DIA DE LOS NIÑOS-CELEBRATING YOUNG AMERICANS,2023
"EL-AMIN, IMAM A.",2023
"EKMAN, ELLE",2023
"EK, GENEVIEVE (JEAN)",2023
EITC MODERNIZATION ACT,2023
"EISNER, M.D.",2023
"EISINGER, DEBBY",2023
"EISGRUBER, CHRISTOPHER L.",2023
"EISENHOWER, DWIGHT D. (34th President of the United States)",2023
"EISENBURG, EUGENE",2023
"EISEN, AUDREY",2023
"EISEN, ANNA SALTON",2023
"EISAI R&D MANAGEMENT CO., LTD.",2023
"EIKAMP, LISA",2023
"EIFE, WALTER G.",2023
"EIDING, PATRICK",2023
"EICHENHOLZ, JASON",2023
"EICHENBERGER, MARY",2023
"EIBERT, PETER",2023
"EHRIG, BOBBY",2023
"EHRENDREICH, JOEL",2023
EHLERS-DANLOS SYNDROME AWARENESS MONTH,2023
"EGYPT, ARAB REPUBLIC OF",2023
"EGER, DENISE L.",2023
"EGELAND, JAN",2023
"EGAN, MARC",2023
"EGAN, LORRAINE",2023
"EDWRDSVILLE, IL",2023
"EDWARDS, TAMMY",2023
"EDWARDS, LYDIA",2023
"EDWARDS, JOHN R.",2023
"EDWARDS, JERRY, JR.",2023
"EDWARDS, HELEN",2023
"EDWARDS, CRIS",2023
"EDWARDS, CHUCK (a Representative from North Carolina)",2023
"EDWARDS, CAROLINE",2023
"EDWARDS, ALICIA",2023
"EDWARDS, AL",2023
EDUCATORS FOR AMERICA ACT,2023
EDUCATORS EXPENSE DEDUCTION MODERNIZATION ACT,2023
EDUCATOR MENTAL HEALTH AWARENESS WEEK,2023
EDUCATIONAL THEATRE ASSOCIATION,2023
EDUCATIONAL TECHNICAL ASSISTANCE ACT,2023
EDUCATIONAL OPPORTUNITY AND SUCCESS ACT,2023
EDUCATIONAL CHOICE FOR CHILDREN ACT,2023
EDUCATION SCIENCES REFORM ACT,2023
EDUCATION SAVINGS ACCOUNTS FOR MILITARY FAMILIES ACT,2023
EDUCATION  related term(s)  Colleges and Universities; Schools,2023
EDUCATION OVERSIGHT EXPANSION ACT,2023
EDUCATION FREEDOM SCHOLARSHIPS AND OPPORTUNITY ACT,2023
"EDUCATION AND SHARING DAY, U.S.A.",2023
EDUCATING RESPONSIBLE FUTURE HUNTERS ACT,2023
"EDUARDO, MARIA",2023
"EDMONSON COUNTY, KY",2023
"EDMONDS, RODRICK W.",2023
"EDGERTON, CHRISTOPHER",2023
"EDGEFIELD, SC",2023
"EDGECOMB, ANTHONY",2023
"EDER, MICHELE LONGO",2023
"EDEN HOUSING, INC",2023
"EDELMAN, TODD E.",2023
"EDELMAN, DANIEL",2023
"EDAN, ABIGAIL",2023
"ECUADOR, REPUBLIC OF",2023
ECONOMY  related term(s)  Credit; Domestic policy; Homeless; Income; Poverty,2023
ECONOMIC POLICY INSTITUTE,2023
ECONOMIC INCLUSION CIVIL RIGHTS ACT,2023
"ECONOMIC GROWTH, REGULATORY RELIEF, AND CONSUMER PROTECTION ACT",2023
ECONOMIC EMPOWERMENT THROUGH PREDEVELOPMENT ACT,2023
ECONOMIC DEVELOPMENT ADMINISTRATION,2023
ECONOMIC ASSISTANCE see Foreign Aid,2023
ECOLOGY AND ENVIRONMENT  related term(s)  Clean Air Act; Hazardous Substances; Recycled materials; Recycling; Renewable Energy; Water,2023
"ECOHEALTH ALLIANCE, INC.",2023
"ECKSTEIN, MEGAN",2023
"ECKSTEIN, LAWRENCE",2023
"ECKERT, DEANA",2023
"ECKART, CHARLES",2023
"ECK, LISA",2023
"EBERT, LINSEY A.",2023
"EBERT, DONNA",2023
"EBERLE, STEPHEN K.",2023
"EBEIDA, MOHAMED",2023
EASY ENROLLMENT IN HEALTH CARE ACT,2023
EASY ACCESS TO MAIL ACT,2023
"EASTVALE, CA",2023
"EASTPOINT, FL",2023
EASTERSEALS NEW JERSEY (organization),2023
EASTERSEALS (organization),2023
"EASTERN SHIPBUILDING GROUP, INC.",2023
EASTERN EUROPEAN COUNTRIES,2023
EASTERN BAND OF CHEROKEE HISTORIC LANDS REACQUISITION ACT,2023
"EASTERLY, JEN",2023
"EASTERLIN, WILLIAM",2023
"EAST WEST BANCORP, INC.",2023
"EAST PALESTINE, OH",2023
"EAST ORANGE, NJ",2023
"EAST LANSING, MI",2023
